# tracer: nop
#
# entries-in-buffer/entries-written: 547/547   #P:48
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
           <...>-61620 [001] d...   837.846241: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.859233: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   837.872228: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.872229: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   837.882275: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   837.882275: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.895215: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   837.908210: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.921203: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   837.934198: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.934199: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   837.944245: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   837.944245: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.957185: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   837.970180: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.983174: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   837.996167: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   837.996169: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.006214: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.006215: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.018413: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.031148: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.044143: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.057136: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.057138: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.067184: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.067184: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.080126: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.093120: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.106113: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.119106: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.119107: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.129153: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.129153: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] dNs.   838.138096: sched_wakeup: comm=kworker/1:0 pid=303 prio=120 success=1 target_cpu=001
           <...>-62518 [001] d...   838.138097: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=kworker/1:0 next_pid=303 next_prio=120
     kworker/1:0-303   [001] d...   838.138099: sched_switch: prev_comm=kworker/1:0 prev_pid=303 prev_prio=120 prev_state=S ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.151091: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.164084: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.177079: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.190071: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.190072: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.200118: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.200118: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.213061: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.226055: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.239047: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.252041: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.252042: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.262088: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.262088: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.275029: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.288023: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.301017: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.314010: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.314012: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.324058: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.324058: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.336999: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.349994: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.362987: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.375982: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.375983: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.386029: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.386029: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.398969: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.411963: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] dNh.   838.421952: sched_wakeup: comm=watchdog/1 pid=300 prio=0 success=1 target_cpu=001
           <...>-62518 [001] d...   838.421954: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=watchdog/1 next_pid=300 next_prio=0
      watchdog/1-300   [001] d...   838.421966: sched_switch: prev_comm=watchdog/1 prev_pid=300 prev_prio=0 prev_state=S ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.434952: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.447945: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.447947: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.457992: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.457993: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.470935: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.483928: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.496921: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.509914: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.509916: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.519962: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.519962: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.532902: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.545898: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.558890: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.571885: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.571887: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.581932: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.581933: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.594873: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.607867: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.620860: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.633855: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.633857: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.643902: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.643903: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.656843: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.669837: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.682830: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.695823: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.695825: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.705870: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.705872: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.718813: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.731807: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.744801: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.757795: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.757796: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.767842: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.767842: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.780781: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.793776: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.806769: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.819764: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.819766: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.829811: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.829812: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.842751: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.855746: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.868742: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.881734: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.881736: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.891781: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.891782: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.904723: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.917716: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.930708: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.943703: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.943705: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   838.953750: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   838.953751: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.966691: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   838.979686: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   838.992679: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.005673: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.005675: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.015721: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.015721: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.028662: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.041655: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.054647: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.067642: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.067644: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.077689: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.077690: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.090630: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.103625: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.116617: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.129612: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.129613: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNs.   839.137607: sched_wakeup: comm=kworker/1:0 pid=303 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.137608: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=kworker/1:0 next_pid=303 next_prio=120
     kworker/1:0-303   [001] d...   839.137609: sched_switch: prev_comm=kworker/1:0 prev_pid=303 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.139659: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.139660: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.152601: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.165594: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.178587: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=R ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] d...   839.191581: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
           <...>-62518 [001] d...   839.191583: sched_switch: prev_comm=gettimeofday_sl prev_pid=62518 prev_prio=120 prev_state=S ==> next_comm=while_a next_pid=61620 next_prio=120
           <...>-61620 [001] dNh.   839.201628: sched_wakeup: comm=gettimeofday_sl pid=62518 prio=120 success=1 target_cpu=001
           <...>-61620 [001] d...   839.201630: sched_switch: prev_comm=while_a prev_pid=61620 prev_prio=120 prev_state=R ==> next_comm=gettimeofday_sl next_pid=62518 next_prio=120
